rank,county,parcel_id,item_id,address,city,buildability_gate,title_lien_tier,requires_attorney_review,recorder_search_url,ucc_search_url,rtc_3712_reference_url,title_report_ordered,recorder_chain_checked,ucc_checked,irs_lien_checked,special_assessment_checked,occupancy_verified,attorney_review_complete
1312,San Diego,2032533713,2106,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Carlsbad,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1313,San Diego,2032533246,2101,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Carlsbad,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1314,San Diego,2032530509,2081,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Carlsbad,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1315,San Diego,2032542146,2128,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Carlsbad,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1316,San Diego,2032540601,2116,CARLSBAD INN TIMESHARE CARLSBAD CA 92008,Carlsbad,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1317,San Diego,2982133244,2306,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1318,San Diego,2982130309,2270,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1319,San Diego,2982131169,2290,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1320,San Diego,2982131035,2289,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1321,San Diego,2982130507,2275,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1322,San Diego,2982130752,2280,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1323,San Diego,2982133236,2305,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1324,San Diego,2982133275,2307,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1325,San Diego,1854838737,2059,FAIRWAY HILL CIR ESCONDIDO CA 92026,Escondido,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1326,San Diego,1854850413,2066,FAIRWAY HILL CIR ESCONDIDO CA 92026,Escondido,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1327,San Diego,1854861620,2072,FAIRWAY HILL CIR ESCONDIDO CA 92026,Escondido,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1328,San Diego,1854844648,2061,FAIRWAY HILL CIR ESCONDIDO CA 92026,Escondido,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1329,San Diego,1854850611,2067,FAIRWAY HILL CIR ESCONDIDO CA 92026,Escondido,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1330,San Diego,1854865649,2074,FAIRWAY HILL CIR ESCONDIDO CA 92026,Escondido,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1331,San Diego,1854851638,2068,FAIRWAY HILL CIR ESCONDIDO CA 92026,Escondido,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1332,San Diego,2982132029,2298,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1333,San Diego,2982131669,2295,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1334,San Diego,2982725237,2352,550 VIA DE LA VALLE #A50 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1335,San Diego,2982720731,2313,550 VIA DE LA VALLE #111A SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1336,San Diego,2982724735,2348,550 VIA DE LA VALLE #C47 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1337,San Diego,5335745212,2499,500-524 E ST SAN DIEGO CA 92101-6206,San Diego,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1338,San Diego,5335745418,2510,500-524 E ST SAN DIEGO CA 92101-6206,San Diego,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1339,San Diego,5335745341,2509,500-524 E ST SAN DIEGO CA 92101-6206,San Diego,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1340,San Diego,5335745714,2523,500-524 E ST SAN DIEGO CA 92101-6206,San Diego,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1341,San Diego,5335745305,2504,500-524 E ST SAN DIEGO CA 92101-6206,San Diego,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1342,San Diego,5335745332,2507,500-524 E ST SAN DIEGO CA 92101-6206,San Diego,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1343,San Diego,5335745223,2502,500-524 E ST SAN DIEGO CA 92101-6206,San Diego,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1344,San Diego,2982728529,2380,550 VIA DE LA VALLE #A252 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1345,San Diego,2982723833,2339,550 VIA DE LA VALLE #A50 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1346,San Diego,2982724733,2347,550 VIA DE LA VALLE #C47 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1347,San Diego,2982726636,2361,550 VIA DE LA VALLE #221 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1348,San Diego,2982725937,2357,550 VIA DE LA VALLE #210A SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1349,San Diego,2982727042,2365,550 VIA DE LA VALLE #228 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1350,San Diego,2982722119,2325,550 VIA DE LA VALLE #130 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1351,San Diego,2982720823,2316,550 VIA DE LA VALLE #112C SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1352,San Diego,2982727634,2371,550 VIA DE LA VALLE #240 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1353,San Diego,2982721829,2319,550 VIA DE LA VALLE #126E SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1354,San Diego,2982721936,2322,550 VIA DE LA VALLE #128 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1355,San Diego,2982726730,2363,550 VIA DE LA VALLE #222 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1356,San Diego,2982721831,2320,550 VIA DE LA VALLE #126E SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1357,San Diego,2982723613,2336,550 VIA DE LA VALLE #152D SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1358,San Diego,2982725816,2356,550 VIA DE LA VALLE #208 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1359,San Diego,2982725349,2353,550 VIA DE LA VALLE #202 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1360,San Diego,2982724323,2342,550 VIA DE LA VALLE #A43 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1361,San Diego,2982722151,2326,550 VIA DE LA VALLE #130 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1362,San Diego,2982720512,2311,550 VIA DE LA VALLE #109 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1363,San Diego,2982130840,2284,535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1364,San Diego,2982723234,2332,550 VIA DE LA VALLE #148A SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1365,San Diego,2982724306,2341,550 VIA DE LA VALLE #A43 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1366,San Diego,2982722709,2328,550 VIA DE LA VALLE #142 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1367,San Diego,2982720442,2310,550 VIA DE LA VALLE #108 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1368,San Diego,2982720414,2309,550 VIA DE LA VALLE #108 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1369,San Diego,2982722809,2329,550 VIA DE LA VALLE #143 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1370,San Diego,2982725543,2354,550 VIA DE LA VALLE #204A SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1371,San Diego,2982729514,2390,550 VIA DE LA VALLE #A95 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1372,San Diego,2982727027,2364,550 VIA DE LA VALLE #228 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1373,San Diego,2982726446,2360,550 VIA DE LA VALLE #215 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1374,San Diego,2982726411,2358,550 VIA DE LA VALLE #215 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1375,San Diego,2982724526,2345,550 VIA DE LA VALLE #A50 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1376,San Diego,2982723440,2333,550 VIA DE LA VALLE #150 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1377,San Diego,2982728305,2376,550 VIA DE LA VALLE #C250 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1378,San Diego,2982720842,2317,550 VIA DE LA VALLE #112C SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1379,San Diego,2982722025,2323,550 VIA DE LA VALLE #129 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1380,San Diego,2982728312,2377,550 VIA DE LA VALLE #C250 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1381,San Diego,2982729217,2386,550 VIA DE LA VALLE #A92 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1382,San Diego,2982727423,2369,550 VIA DE LA VALLE #232 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1383,San Diego,2982729324,2388,550 VIA DE LA VALLE #A93 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1384,San Diego,2982728823,2385,550 VIA DE LA VALLE #A88 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1385,San Diego,2982725147,2351,550 VIA DE LA VALLE #200 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1386,San Diego,2982727910,2372,550 VIA DE LA VALLE #A243 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
1387,San Diego,2982724552,2346,550 VIA DE LA VALLE #A50 SOLANA BEACH CA 92075-2459,Solana Beach,PASS,medium,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
